expt,cond,rep,time (h),pixelRange,X0,shift (μm),redPixelRange,greenPixelRange,redX0,greenX0,RFP shift (μm),GFP shift (μm),[Ampicillin] (mg/mL),[Kanamycin] (mg/mL),position (μm)
J4K5standalone_kanGrad,30x,1,0,116-140,293.8699888609304,0.0,116-140,,293.8699888609304,,0.0,,,1.5811388300841898,
J4K5standalone_kanGrad,30x,1,2,116-140,295.0858931002596,1.2159042393292339,116-140,,295.0858931002596,,1.2159042393292339,,,1.5811388300841898,
J4K5standalone_kanGrad,30x,1,4,116-140,298.3096133781845,4.439624517254117,116-140,,298.3096133781845,,4.439624517254117,,,1.5811388300841898,
J4K5standalone_kanGrad,30x,1,6,116-140,306.49598217753083,12.625993316600443,116-140,,306.49598217753083,,12.625993316600443,,,1.5811388300841898,
J4K5standalone_kanGrad,30x,1,8,116-140,327.7924742689449,33.922485408014495,116-140,,327.7924742689449,,33.922485408014495,,,1.5811388300841898,
J4K5standalone_kanGrad,30x,1,10,116-140,351.9220999474717,58.05211108654129,116-140,,351.9220999474717,,58.05211108654129,,,1.5811388300841898,
J4K5standalone_kanGrad,30x,2,0,116-140,290.614701071002,0.0,116-140,,290.614701071002,,0.0,,,1.5811388300841898,
J4K5standalone_kanGrad,30x,2,2,116-140,293.90061731297993,3.2859162419779295,116-140,,293.90061731297993,,3.2859162419779295,,,1.5811388300841898,
J4K5standalone_kanGrad,30x,2,4,116-140,297.9850296500883,7.3703285790862765,116-140,,297.9850296500883,,7.3703285790862765,,,1.5811388300841898,
J4K5standalone_kanGrad,30x,2,6,116-140,312.86178090100793,22.24707983000593,116-140,,312.86178090100793,,22.24707983000593,,,1.5811388300841898,
J4K5standalone_kanGrad,30x,2,8,116-140,331.4530576114722,40.838356540470215,116-140,,331.4530576114722,,40.838356540470215,,,1.5811388300841898,
J4K5standalone_kanGrad,30x,2,10,116-140,356.9386853624599,66.32398429145792,116-140,,356.9386853624599,,66.32398429145792,,,1.5811388300841898,
J4K5standalone_kanGrad,30x,3,0,116-140,285.63808918756973,0.0,116-140,,285.63808918756973,,0.0,,,1.5811388300841898,
J4K5standalone_kanGrad,30x,3,2,116-140,291.8955316363775,6.257442448807751,116-140,,291.8955316363775,,6.257442448807751,,,1.5811388300841898,
J4K5standalone_kanGrad,30x,3,4,116-140,299.39855893216156,13.76046974459183,116-140,,299.39855893216156,,13.76046974459183,,,1.5811388300841898,
J4K5standalone_kanGrad,30x,3,6,116-140,312.64008227976854,27.001993092198802,116-140,,312.64008227976854,,27.001993092198802,,,1.5811388300841898,
J4K5standalone_kanGrad,30x,3,8,116-140,336.91475751704576,51.276668329476024,116-140,,336.91475751704576,,51.276668329476024,,,1.5811388300841898,
J4K5standalone_kanGrad,30x,3,10,116-140,355.81115423592445,70.17306504835472,116-140,,355.81115423592445,,70.17306504835472,,,1.5811388300841898,
J4K5standalone_kanGrad,100x,1,0,116-140,309.2707858024355,0.0,116-140,,309.2707858024355,,0.0,,,5.0,
J4K5standalone_kanGrad,100x,1,2,116-140,313.8399568578226,4.5691710553870735,116-140,,313.8399568578226,,4.5691710553870735,,,5.0,
J4K5standalone_kanGrad,100x,1,4,116-140,322.39818305182627,13.127397249390754,116-140,,322.39818305182627,,13.127397249390754,,,5.0,
J4K5standalone_kanGrad,100x,1,6,116-140,331.50744317577886,22.23665737334335,116-140,,331.50744317577886,,22.23665737334335,,,5.0,
J4K5standalone_kanGrad,100x,1,8,116-140,354.1982179807092,44.927432178273705,116-140,,354.1982179807092,,44.927432178273705,,,5.0,
J4K5standalone_kanGrad,100x,1,10,116-140,370.76840837215946,61.497622569723944,116-140,,370.76840837215946,,61.497622569723944,,,5.0,
J4K5standalone_kanGrad,100x,2,0,116-140,326.47192807876695,0.0,116-140,,326.47192807876695,,0.0,,,5.0,
J4K5standalone_kanGrad,100x,2,2,116-140,329.05573185953324,2.5838037807662886,116-140,,329.05573185953324,,2.5838037807662886,,,5.0,
J4K5standalone_kanGrad,100x,2,4,116-140,334.2301359776194,7.758207898852447,116-140,,334.2301359776194,,7.758207898852447,,,5.0,
J4K5standalone_kanGrad,100x,2,6,116-140,343.9415085123636,17.46958043359666,116-140,,343.9415085123636,,17.46958043359666,,,5.0,
J4K5standalone_kanGrad,100x,2,8,116-140,360.2903755682625,33.818447489495554,116-140,,360.2903755682625,,33.818447489495554,,,5.0,
J4K5standalone_kanGrad,100x,2,10,116-140,356.3356227597339,29.863694680966944,116-140,,356.3356227597339,,29.863694680966944,,,5.0,
J4K5standalone_kanGrad,100x,3,0,116-140,352.61075572055546,0.0,116-140,,352.61075572055546,,0.0,,,5.0,
J4K5standalone_kanGrad,100x,3,2,116-140,353.55958055414106,0.9488248335856042,116-140,,353.55958055414106,,0.9488248335856042,,,5.0,
J4K5standalone_kanGrad,100x,3,4,116-140,360.1265757711144,7.515820050558943,116-140,,360.1265757711144,,7.515820050558943,,,5.0,
J4K5standalone_kanGrad,100x,3,6,116-140,377.15718238539023,24.54642666483477,116-140,,377.15718238539023,,24.54642666483477,,,5.0,
J4K5standalone_kanGrad,100x,3,8,116-140,393.45867512950275,40.84791940894729,116-140,,393.45867512950275,,40.84791940894729,,,5.0,
J4K5standalone_kanGrad,100x,3,10,116-140,394.17483759876086,41.5640818782054,116-140,,394.17483759876086,,41.5640818782054,,,5.0,
